grd_edit,Warranty_edit,Power_edit,Sl. No.,Make,Model,Variant,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Engine_Location,Fuel_System,Fuel_Tank_Capacity_litre,Fuel_Type,Height_mm,Length_mm,Width_mm,Body_Type,Doors,City_Mileage_km_litre,Highway_Mileage_km_litre,ARAI_Certified_Mileage,ARAI_Certified_Mileage_for_CNG,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase,Wheels_Size,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space_litre,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Recommended_Tyre_Pressure,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,Cruise_Control,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range,Safety_Count,count_yes
200.0,2,100.0,388,Ford,Ecosport,1.5L Tdci Thunder Edition,1498.0,4.0,4.0,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,52.0,Diesel,1647,3998,1765,SUV,5.0,,,23 km/litre,,1304 kg,5,200 mm,Ventilated Disc,Drum,Independent McPherson,Semi-independent twist beam with twin gas and oil filled shock absorbers,,,205/50R17,205/50R17,Electric Power,All Windows,,Smart Key,100PS@3750RPM,205Nm@1750-3250rpm,Digital,Analog,Analog,Yes,5.0,Leather,Manual,2519 mm,205/50R17,Yes,2,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,"2 Years / 100,000 Kms (whichever comes first)",Yes,"With Remote, Internal",352.0,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front,Yes,,Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.3,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,1690 kg,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,Yes,6.0,16:01,"Rake, Reach",,Rear sensors with camera,Yes,Yes,Yes,Yes,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,,,,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,13,47
205.0,2,106.0,389,Renault,Duster,Rxe Petrol,1498.0,4.0,4.0,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,50.0,Petrol,1695,4315,1822,SUV,5.0,10.2,13.87,13.87 km/litre,,1296 kg,5,205 mm,Ventilated Disc,Drum,Independent McPherson Strut With Coil Spring,Trailing arm with coil springs & double acting shock absorber,1560 mm,1567 mm,215/65R16,215/65R16,Yes,All Windows,,Remote,106PS@5600rpm,142Nm@4000rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2673 mm,215/65R16,,Yes,USB & Aux-in,,,2 years /50000 Kms (years/distance whichever comes first),,"Internal, With Remote",475.0,,Yes,Yes,Digital,Front,,Front,Yes,1 years /30000 Kms (years/distance whichever comes first),,Internal,Digital,Manual,Analog + Digital,Yes,5.2,,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,Yes,,,Yes,,,1777 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,9.5:1,Rake,,Rear sensors,Yes,,,,,,,,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,,7,16
205.0,2,106.0,390,Renault,Duster,Rxs Petrol,1498.0,4.0,4.0,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,50.0,Petrol,1695,4315,1822,SUV,5.0,10.0,13.87,13.87 km/litre,,1296 kg,5,205 mm,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,Trailing arm with coil springs & double acting shock absorber,1560 mm,1567 mm,215/65R16,215/65R16,Yes,All Windows,,Remote,106PS@5600rpm,142Nm@4000rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2673 mm,215/65R16,,Yes,USB & Aux-in,Yes,Yes,2 years /50000 Kms (years/distance whichever comes first),Yes,"Internal, With Remote",475.0,,Yes,Yes,Digital,Front,Yes,Front,Yes,1 years /30000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1813 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,9.5:1,Rake,,Rear sensors with camera,Yes,Yes,Yes,Yes,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,,,,,Cup Holders,,,Yes,,,,,,,,,,,,,,,,8,27
205.0,2,106.0,391,Renault,Duster,Rxs (Opt) Cvt,1498.0,4.0,4.0,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,50.0,Petrol,1695,4315,1822,SUV,5.0,10.0,13.87,13.87 km/litre,,1296 kg,6,205 mm,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,Trailing arm with coil springs & double acting shock absorber,1560 mm,1567 mm,215/65R16,215/65R16,Electro-Hydraulic,All Windows,,Remote,106PS@5600rpm,142Nm@4000rpm,Digital,Analog,Analog,Yes,5.0,Fabric,CVT,2673 mm,215/65R16,,Yes,USB & Aux-in,Yes,Yes,2 years /50000 Kms (years/distance whichever comes first),Yes,"Internal, With Remote",475.0,,Yes,Yes,Digital,Front,Yes,Front,Yes,1 years /30000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1813 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,9.5:1,Rake,,Front and rear sensors with camera,Yes,Yes,Yes,Yes,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,,Yes,,,Cup Holders,,Yes,Yes,,,,,,,,,,,,,,,,9,29
205.0,0,85.0,392,Renault,Duster,85 Ps Rxe Mt Diesel,1461.0,4.0,4.0,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,50.0,Diesel,1695,4315,1822,SUV,5.0,16.0,19.6,19.6 km/litre,,1296 kg,5,205 mm,Ventilated Disc,Drum,Independent McPherson Strut With Coil Spring,Trailing arm with coil springs & double acting shock absorber,1560 mm,1567 mm,215/65R16,215/65R16,Electric Power,All Windows,,Remote,85PS@3750rpm,200Nm@1750rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2673 mm,215/65R16,,Yes,Not on offer,,,,,"With Remote, Internal",475.0,,Yes,Yes,Digital,Front,,Front,Yes,1 years /30000 Kms (years/distance whichever comes first),,Internal,Digital,Manual,Analog + Digital,Yes,5.2,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,Yes,,,Yes,,,1777 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,9.5:1,,,Rear sensors,Yes,,,,,,,,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,,8,16
205.0,0,85.0,393,Renault,Duster,85 Ps Rxs Mt Diesel,1461.0,4.0,4.0,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,50.0,Diesel,1695,4315,1822,SUV,5.0,16.0,19.6,19.6 km/litre,,1296 kg,5,205 mm,Ventilated Disc,Drum,Independent McPherson Strut With Coil Spring,Trailing arm with coil springs & double acting shock absorber,1560 mm,1567 mm,215/65R16,215/65R16,Yes,All Windows,,Remote,85PS@3750rpm,200Nm@1750rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2673 mm,215/65R16,,Yes,USB & Aux-in,Yes,Yes,,Yes,"With Remote, Internal",475.0,,Yes,Yes,Digital,Front,,Front,Yes,1 years /30000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,Yes,,,Yes,,,1777 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,9.5:1,Yes,,Rear sensors,Yes,Yes,Yes,Yes,,Touch Sensitive,Yes,,Yes,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,9,28
205.0,2,110.0,394,Renault,Duster,110 Ps Rxs Mt Diesel,1461.0,4.0,4.0,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,50.0,Diesel,1695,4315,1822,SUV,5.0,16.0,19.6,19.6 km/litre,,1296 kg,6,205 mm,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,Trailing arm with coil springs & double acting shock absorber,1560 mm,1567 mm,215/65R16,215/65R16,Yes,All Windows,,Remote,110PS@4000rpm,245Nm@1750rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Automatic,2673 mm,215/65R16,,Yes,USB & Aux-in,Yes,Yes,2 years /50000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",475.0,,Yes,Yes,Digital,Front,Yes,Front,Yes,1 years /30000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1813 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,,Rake,,Rear sensors,Yes,Yes,Yes,Yes,,Touch Sensitive,Yes,Yes,Yes,,,,,Cup Holders,,Yes,Yes,,,Yes,,,,,,,,,,,,,9,31
205.0,2,110.0,395,Renault,Duster,110 Ps Rxz Mt Diesel,1461.0,4.0,4.0,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,50.0,Diesel,1695,4315,1822,SUV,5.0,16.0,19.6,19.6 km/litre,,1296 kg,6,205 mm,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,Trailing arm with coil springs & double acting shock absorber,1560 mm,1567 mm,215/65R16,215/65R16,Yes,All Windows,,Remote,110PS@4000rpm,245Nm@1750rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Automatic,2673 mm,215/65R16,,Yes,USB & Aux-in,Yes,Yes,2 years /50000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",475.0,,Yes,Yes,Digital,Front,Yes,Front,Yes,1 years /30000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2,Yes,Driver & Front Passenger,,Fully automatic climate control,,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1813 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,,Rake,,Front and rear sensors with camera,Yes,Yes,Yes,Yes,,Touch Sensitive,Yes,Yes,Yes,,Yes,,,Cup Holders,,,Yes,,,Yes,,,,,,,,Yes,,,,,8,31
205.0,2,110.0,396,Renault,Duster,110 Ps Rxz Amt Diesel,1461.0,4.0,4.0,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,50.0,Diesel,1695,4315,1822,SUV,5.0,16.0,19.6,19.6 km/litre,,1296 kg,6,205 mm,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,Trailing arm with coil springs & double acting shock absorber,1560 mm,1567 mm,215/65R16,215/65R16,Yes,All Windows,,Remote,110PS@4000rpm,245Nm@1750rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Automatic,2673 mm,215/65R16,,Yes,USB & Aux-in,Yes,Yes,2 years /50000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",475.0,,Yes,Yes,Digital,Front,Yes,Front,Yes,1 years /30000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2,Yes,Driver & Front Passenger,,Fully automatic climate control,,Yes,,,,,,Yes,Yes,,,Yes,,,Yes,Yes,All Rows,1813 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,,Rake,,Rear sensors with camera,Yes,Yes,Yes,Yes,,Touch Sensitive,Yes,Yes,Yes,,Yes,,,Cup Holders,,Yes,Yes,,,Yes,,,,,,,,Yes,,,,,9,34
205.0,2,110.0,397,Renault,Duster,110 Ps Rxs Awd (Opt) Diesel,1461.0,4.0,4.0,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,50.0,Diesel,1695,4315,1822,SUV,5.0,16.0,19.6,19.6 km/litre,,1296 kg,6,205 mm,Ventilated Disc,Drum,MacPherson Strut with anti-roll bar,Trailing arm with coil springs & double acting shock absorber,1560 mm,1567 mm,215/65R16,215/65R16,Yes,All Windows,,Remote,110PS@4000rpm,245Nm@1750rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Automatic,2673 mm,215/65R16,,Yes,USB & Aux-in,Yes,Yes,2 years /50000 Kms (years/distance whichever comes first),Yes,"With Remote, Internal",475.0,,Yes,Yes,Digital,,Yes,Front,Yes,1 years /30000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,,Yes,,,,,,Yes,Yes,,,Yes,,,Yes,Yes,All Rows,1813 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,Rake,,Rear sensors,Yes,Yes,Yes,Yes,,Touch Sensitive,Multifunction Steering Wheel,,Yes,,,,,Cup Holders,,Yes,Yes,,,Yes,,,,,,,,,,,,,9,31
165.0,2,123.0,398,Hyundai,Verna,1.6 Vtvt Sx,1591.0,4.0,4.0,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,45.0,Petrol,1445,4440,1729,Sedan,4.0,,,17.7 km/litre,,,5,165 mm,Ventilated Disc,Drum,MacPherson struts with coil spring,Couple Torsion Beam Axle,,,195/55 R16,195/55 R16,Electric Power,All Windows,,Yes,123PS@6400rpm,151Nm@4850rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2600 mm,195 / 55 R16,,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,Internal,465.0,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd /4th Years / up to80,000 Kms (Whichever comes earlier)",Yes,"With Remote, Internal",Digital,Manual,Analog + Digital,Yes,5.2,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,Rake,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,,Yes,,Cup Holders,,,Yes,,,,,,,Yes,Yes,,,Yes,,,,,8,32
165.0,2,128.0,399,Hyundai,Verna,1.6 Crdi Sx,1582.0,4.0,4.0,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,45.0,Diesel,1445,4440,1729,Sedan,4.0,19.9,22.32,23.9 km/litre,,,6,165 mm,Ventilated Disc,Drum,MacPherson struts with coil spring,Couple Torsion Beam Axle,,,195/55 R16,195/55 R16,Electric Power,All Windows,Yes,Yes,128ps@4000rpm,260Nm@1500-3000rpm,Analog,Analog,Analog,Yes,5.0,Fabric,Manual,2600 mm,195 / 55 R16,,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,Internal,465.0,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd /4th Years / up to80,000 Kms (Whichever comes earlier)",Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2,Yes,Driver & Front Passenger,,Fully automatic climate control,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,17.3:1,"Rake, Reach",,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,,Yes,,Cup Holders,,,Yes,,,Yes,,,,,Yes,,,Yes,,,,,8,33
165.0,0,128.0,400,Hyundai,Verna,1.6 Crdi Sx (O),1582.0,4.0,4.0,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,45.0,Diesel,1445,4440,1729,Sedan,4.0,19.9,22.0,23.5 km/litre,,,4,165 mm,Ventilated Disc,Drum,MacPherson struts with coil spring,Couple Torsion Beam Axle,,,195/55 R16,195/55 R16,Electric Power,All Windows,,Smart Key,128ps@4000rpm,260Nm@1500-3000rpm,Digital,Analog,Analog,Yes,5.0,Leather,Manual,2600 mm,195 / 55 R16,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,,Yes,Internal,465.0,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2,Yes,Driver & Front Passenger,,Fully automatic climate control,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,Yes,6.0,17.3:1,"Rake, Reach",,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,Yes,,Cup Holders,Yes,,Yes,,,Yes,,Yes,,Yes,Yes,,,Yes,,,,,8,36
165.0,0,123.0,401,Hyundai,Verna,1.6 Vtvt Sx (O),1591.0,4.0,4.0,FWD (Front Wheel Drive),In-line,"Front, Longitudinal",Injection,45.0,Petrol,1445,4440,1729,Sedan,4.0,,,17.7 km/litre,,,5,165 mm,Ventilated Disc,Drum,MacPherson struts with coil spring,Couple Torsion Beam Axle,,,195/55 R16,195/55 R16,Electric Power,All Windows,,Smart Key,123PS@6400rpm,151Nm@4850rpm,Digital,Analog,Analog,Yes,5.0,Leather,Manual,2600 mm,195 / 55 R16,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,,Yes,"With Remote, Internal",465.0,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2,Yes,Driver & Front Passenger,,Fully automatic climate control,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Curtain airbags, Driver frontal airbag",Yes,Yes,Yes,Yes,6.0,17.3:1,"Rake, Reach",,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,Yes,,Cup Holders,Yes,,Yes,,Yes,,,Yes,,Yes,Yes,,,Yes,,,,,8,36
165.0,0,128.0,402,Hyundai,Verna,1.6 Crdi Sx Plus At,1582.0,4.0,4.0,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,45.0,Diesel,1445,4440,1729,Sedan,4.0,14.0,17.0,17.1 km/litre,,,4,165 mm,Ventilated Disc,Drum,McPherson struts with coil spring,Couple Torsion Beam Axle,,,195/55R16,195/55R16,Electric Power,All Windows,,Yes,128ps@4000rpm,260Nm@1500-3000rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Automatic,2600 mm,195/55R16,,Yes,CD Player with USB & Aux-in,Yes,Yes,,Yes,"With Remote, Internal",465.0,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2,Yes,Driver & Front Passenger,,Fully automatic climate control,,,,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2.0,,"Rake, Reach",,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,,Yes,,Cup Holders,,,Yes,,,,,,,Yes,Yes,,,Yes,,,,,8,30
165.0,0,123.0,403,Hyundai,Verna,1.6 Vtvt Sx(O) At,1591.0,4.0,4.0,FWD (Front Wheel Drive),In-line,"Front, Longitudinal",Injection,45.0,Petrol,1445,4440,1729,Sedan,4.0,,,17.7 km/litre,,,4,165 mm,Ventilated Disc,Drum,McPherson struts with coil spring,Couple Torsion Beam Axle,,,195/55 R16,195/55 R16,Electric Power,All Windows,,Smart Key,123PS@6400rpm,155Nm@4850rpm,Digital,Analog,Analog,Yes,5.0,Leather,Automatic,2600 mm,195 / 55 R16,,Yes,CD Player with USB & Aux-in,Yes,Yes,,Yes,"Internal, With Remote",465.0,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2,Yes,Driver & Front Passenger,,Fully automatic climate control,,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Curtain airbags",Yes,Yes,Yes,,6.0,,"Rake, Reach",,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,,Yes,,Cup Holders,Yes,,Yes,,Yes,,,,,Yes,Yes,,,Yes,,,,,8,31
165.0,2,100.0,404,Hyundai,Verna,1.4 Vtvt Ex,1396.0,4.0,4.0,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,45.0,Petrol,1445,4440,1729,Sedan,4.0,,,19.1 km/litre,,,5,165 mm,Ventilated Disc,Drum,MacPherson struts with coil spring,Couple Torsion Beam Axle,,,195/55R16,195/55R16,Electric Power,All Windows,,Yes,100PS@6000rpm,133Nm@4000rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2600 mm,195/55R16,,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,Internal,465.0,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd /4th Years / up to80,000 Kms (Whichever comes earlier)",Yes,"With Remote, Internal",Digital,Manual,Analog + Digital,Yes,5.2,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,Rake,,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,,Yes,,Cup Holders,,,Yes,,,,,,,Yes,Yes,,,Yes,,,,,8,32
165.0,2,100.0,405,Hyundai,Verna,1.4 Vtvt E,1396.0,4.0,4.0,FWD (Front Wheel Drive),In-line,"Front, Transverse",Injection,45.0,Petrol,1445,4440,1729,Sedan,4.0,,,19.1 km/litre,,,5,165 mm,Ventilated Disc,Drum,MacPherson struts with coil spring,Couple Torsion Beam Axle,,,195/55R16,195/55R16,Electric Power,All Windows,,,100PS@6000rpm,133Nm@4000rpm,Digital,Analog,Analog,Yes,5.0,Fabric,Manual,2600 mm,195/55R16,,Yes,CD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,,Internal,465.0,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd /4th Years / up to80,000 Kms (Whichever comes earlier)",Yes,"Internal, With Remote",Digital,Manual,Analog + Digital,Yes,5.2,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2.0,,Rake,,,Yes,Yes,,,Yes,Touch Sensitive,,Yes,,Manual Adjustment,,,,Cup Holders,,,Yes,,,,,,,Yes,Yes,,,,,,,,8,28
165.0,0,123.0,406,Hyundai,Verna,1.6 Vtvt Sx (O) Anniversary Edition,1591.0,4.0,4.0,FWD (Front Wheel Drive),In-line,"Front, Longitudinal",Injection,45.0,Petrol,1445,4440,1729,Sedan,4.0,,,17.7 km/litre,,,5,165 mm,Ventilated Disc,Drum,MacPherson struts with coil spring,Couple Torsion Beam Axle,,,195/55 R16,195/55 R16,Electric Power,All Windows,,Smart Key,123PS@6400rpm,151Nm@4850rpm,Digital,Analog,Analog,Yes,5.0,Leather,Manual,2600 mm,195 / 55 R16,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,,Yes,"With Remote, Internal",465.0,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2,Yes,Driver & Front Passenger,,Fully automatic climate control,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Curtain airbags, Driver frontal airbag",Yes,Yes,Yes,Yes,6.0,17.3:1,"Rake, Reach",,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,Yes,,Cup Holders,Yes,,Yes,,Yes,,,Yes,,Yes,Yes,,,Yes,,,,,8,36
